,Unnamed: 0,title,date,stock,sub_category,sub_category_predicted_score,parent_category,parent_predicted_score,TRUE LABEL
472,926982,"The Daily Biotech Pulse: Positive Adcom Verdict For Merck, Homology Medicine Slips On Mixed Gene Therapy Efficacy Data",2019-12-18 07:23:00-05:00,NUVA,Stock Trends,0.183127135,Industry Updates,0.465482533,
324,860715,MSA LLC Awarded $57.8M in Insurance-Related Lawsuit,2017-02-15 04:24:00-05:00,MSA,Leadership,0.18327269,Company News,0.442496598,
572,882453,"National Instruments Halted, News Pending",2016-08-29 16:01:00-04:00,NATI,Tech Developments,0.183350012,Industry Updates,0.464918226,
406,569951,Google Joins Blockchain Startup Hedera Hashgraph's Governing Council,2020-02-12 03:39:00-05:00,GOOGL,Tech Developments,0.183389902,Company News,0.512347817,
342,514438,"DA Davidson's Barry Oxford Comments Following Chambers, Gramercy Deal: '...we feel the environment is favorable for at least a few deals.'",2015-07-01 17:18:00-04:00,FPO,Leadership,0.183618963,Company News,0.391682923,
1090,499640,"UPDATE: Jefferies On Nike Also Notes 'However, we find valuation expensive versus peers, and we see FL as a better way to play NKE's resurgence'",2019-09-25 08:51:00-04:00,FL,Investment Strategies,0.183792785,Global Events,0.243223622,
692,305181,Cisco CEO to Appear On CNBC's Mad Money with Jim Cramer Today 6pm ET,2018-06-12 10:48:00-04:00,CSCO,Leadership,0.18388997,Company News,0.617118716,
290,995737,Pepsi Raises Qtr. Dividend From $0.9275 To $0.955/Share,2019-02-15 06:12:00-05:00,PEP,Stock Trends,0.184515849,Company News,0.416757464,
125,1200912,"Nomura Maintains Buy on Stanley Black & Decker, Raises Price Target to $163",2019-07-24 07:43:00-04:00,SWK,Investment Strategies,0.185104549,Investment News,0.445786566,
339,1252387,TripAdvisor Announces Licensing Partnership With ReviewPush,2017-12-12 10:46:00-05:00,TRIP,Leadership,0.185487002,Company News,0.734338641,
309,765074,L-3 Comm. Beats Estimates  - Analyst Blog,2011-01-27 12:00:00-05:00,LLL,Earnings,0.185809344,Company News,0.349443018,
150,1140717,Sino-Global Signs Two Year General Agency Service Agreement; Expected To Add Approximately $12M In Revenue Annually,2020-06-08 08:32:00-04:00,SINO,Earnings,0.186101481,Company News,0.321088284,
325,788660,Lexington Realty Trust Acquires Industrial Property for $23M  ,2012-04-24 16:20:00-04:00,LXP,Real Estate Trends,0.186400339,Investment News,0.482832402,
338,1046521,Shares of several oil and gas companies are trading lower after President Trump threatened to impose tariffs on Mexico. Heightened US trade tensions with Mexico and China have lead to concerns over economic growth and oil demand.,2019-05-31 07:49:00-04:00,PXD,Commodity Prices,0.186492085,Global Events,0.301499516,
568,95146,"Benzinga’s Top Pre-Market Gainers (ZLC, ADSK, GLDD, SLXP, ARNA)",2010-02-24 08:33:00-05:00,ARNA,Stock Trends,0.186499506,Market Trends,0.351656407,
372,388535,Run And Hide With These ETFs,2010-08-26 11:07:00-04:00,DUK,Fund Activities,0.186617553,Investment News,0.270664424,
1089,587807,"UPDATE: Ladenburg Thalmann Lowers PT on GSV Capital, Sees Growth Opportunities",2012-05-23 10:13:00-04:00,GSVC,Investment Strategies,0.187362015,Investment News,0.495320529,
1004,271950,CenterPoint Energy Names Xia Liu CFO,2019-04-18 16:30:00-04:00,CNP,Leadership,0.18745558,Company News,0.575078845,
678,1130228,Benzinga's Top #PreMarket Gainers ,2014-08-01 08:12:00-04:00,SGMS,Stock Trends,0.187536612,Market Trends,0.402855992,
129,705545,"Stocks Which Set New 52-Week Low Friday, October 5th",2018-10-08 09:27:00-04:00,JKS,Stock Trends,0.187780574,Market Trends,0.325590998,
558,341384,ETF Rewind – Week 23 (06.10.11) | Cracked!,2011-06-12 13:30:00-04:00,DBE,Fund Activities,0.187784985,Investment News,0.422415435,
676,617508,10 Biggest Price Target Changes For Monday,2020-03-09 09:07:00-04:00,HLT,Stock Trends,0.188201129,Market Trends,0.303010792,
895,1111501,"Ryanair CEO: Weak Demand In 2014, 'Remarkably Strong' 2015 In Europe",2015-05-26 16:03:00-04:00,RYAAY,Asset Trends,0.188231036,Company News,0.350235462,
810,765262,Limelight Networks Offers FY18 Guidance Below Consensus Estimate,2018-12-12 16:30:00-05:00,LLNW,Earnings,0.188528761,Company News,0.605984926,
893,1172409,'A' Is For Apple...Can You Guess What The Rest Of Brian White's S.T.A.R. Picks Are?,2015-08-19 10:32:00-04:00,SPLK,Asset Trends,0.188637286,Market Trends,0.264071256,
799,75819,"TD Ameritrade's CEO on CNBC: Expecting Long, Slow US Economic Recovery",2012-04-17 15:21:00-04:00,AMTD,Leadership,0.188790604,Company News,0.492585659,
1165,366942,"Benzinga's Top Downgrades (HPQ, NLSN, DKS, REG)",2011-05-18 08:21:00-04:00,DKS,Stock Trends,0.188825846,Company News,0.28210631,
176,1112323,"SAExploration shares are trading higher after the company late Monday reported a combined $130 million of new projects om Alaska, Canada and the Middle East.",2019-11-19 06:17:00-05:00,SAEX,Stock Trends,0.188935801,Company News,0.306154162,
969,455797,"Trump Economic Adviser Larry Kudlow Says U.S. Will Not Impose Auto Tariffs On Japan As Long As The Goodwill, Progress Continues In Japan-U.S. Trade Deal",2019-09-26 11:56:00-04:00,EWJ,Leadership,0.189028502,Economic Indicators,0.25160563,
931,249168,Shares of several oil companies are trading lower following reports indicating OPEC+ countries are not pushing for further oil supply cuts at the upcoming meeting.,2019-11-06 12:48:00-05:00,CLB,Stock Trends,0.189269185,Company News,0.297706246,
192,286504,"Pershing Square's Ackman Says His Nominees for Canadian Pacific Recognize Need for Management Changes; If Ackman Gets Nominees, Board Will Search for CEO -Bloomberg",2012-04-25 11:23:00-04:00,CP,Investment Strategies,0.189315245,Company News,0.36860913,
699,366174,Why Goldman Thinks Sports Authority IP Auction Is 'Best-Case Outcome' For Dick's Sporting Goods,2016-07-21 10:45:00-04:00,DKS,Investment Strategies,0.18988882,Company News,0.383415043,
1187,132726,Alibaba becomes Major Olympics Sponsor through 2028,2017-01-19 06:04:00-05:00,BABA,Leadership,0.189976186,Global Events,0.400901675,
1168,444440,"Entergy Louisiana Receives Approval From Louisiana Public Service Commission To Build New Power Plant, To Be In Service By June 2019; Costs $869M To Build",2016-11-17 13:47:00-05:00,ETR,Legal & Regulatory,0.19009459,Company News,0.375465482,
293,149935,Biodelivery Sciences Filing of Buprenorphine 30 Day Injection to Treat Opioid Dependence and Chronic Pain Anticipated in Q3 2016,2016-05-10 07:07:00-04:00,BDSI,Healthcare Innovations,0.190487295,Market Trends,0.334685922,
1005,498075,"UBS Maintains Neutral on Five Below, Raises Price Target to $95",2020-05-01 12:06:00-04:00,FIVE,Investment Strategies,0.191197276,Investment News,0.481564045,
130,346749,How Does Target's New $5 Billion Buyback Plan Stack Up Against Other Retailers?,2016-09-21 13:26:00-04:00,DDS,Fund Activities,0.191230789,Company News,0.246571302,
603,588301,UPDATE: Good Times Restaurant Q1 Company-Owned Same-Store Sales Up 8%,2015-02-09 16:44:00-05:00,GTIM,Earnings,0.191831797,Company News,0.494372636,
914,1308104,"Benzinga Pro Morning Price Check For Sector ETFs: Tech (XLK) Up 1.9%, Industrials (VIS) Up 1.2%, Financials (XLF) Up 1.1%, Energy (XLE) Up 1.1%, Retail ETF (XRT) Up 0.5%, Staples (VDC) Down 0.8%, Utilities (VPU) Down 1.6%",2018-10-31 09:39:00-04:00,VDC,Tech Developments,0.191858903,Industry Updates,0.431351006,
619,1126359,Morgan Keegan Believes The Shift Toward Higher AOV Print Products Is Beneficial To Shutterfly,2010-08-31 07:36:00-04:00,SFLY,Leadership,0.192042261,Market Trends,0.537682831,
926,1363501,Benzinga's Volume Movers,2011-09-19 10:22:00-04:00,WMGI,Stock Trends,0.193715557,Market Trends,0.370657355,
927,1363501,Benzinga's Volume Movers,2011-09-19 10:22:00-04:00,WMGI,Stock Trends,0.193715557,Market Trends,0.370657355,
928,734775,Benzinga's Volume Movers,2015-08-24 10:19:00-04:00,KNOP,Stock Trends,0.193715557,Market Trends,0.370657355,
929,734775,Benzinga's Volume Movers,2015-08-24 10:19:00-04:00,KNOP,Stock Trends,0.193715557,Market Trends,0.370657355,
194,668883,"Janney Capital Reinstates Buy on Summit Hotel Properties, Inc., Announces $11.75 PT",2013-03-12 07:33:00-04:00,INN,Investment Strategies,0.194133282,Investment News,0.463427454,
760,1038855,Pluristem And U.S. Department Of Defense To Announce Data From Studies Testing PLX-R18 As A Prophylactic Treatment For Acute Radiation Syndrome At RITN,2019-07-17 07:02:00-04:00,PSTI,Tech Developments,0.194458038,Industry Updates,0.309558541,
505,632031,"UPDATE: Bank Of America Downgrades Hershey's To Neutral, Lowers Target To $155 Sees Limited Upside To Valuation As Shares Trade 'at a 25% premium to the market and a 15% premium to consumer staples peers'; Thinks Co. Continues To Execute Well In FY20",2019-12-20 12:21:00-05:00,HSY,Banking News,0.194882065,Investment News,0.411085278,
542,490449,A Need-To-Know Emerging Markets ETF,2013-08-14 13:22:00-04:00,FEM,Investment Strategies,0.195099428,Market Trends,0.377696007,
599,53565,Arthur J. Gallagher & Co. Appoints Ralph Nicoletti To Board,2016-01-28 13:20:00-05:00,AJG,Employment,0.195424005,Company News,0.484668672,
615,1227197,"Top 4 Stocks In The Hospitals Industry With The Highest ROE (HMA, THC, UHS, CYH)",2010-07-01 06:37:00-04:00,THC,Stock Trends,0.195477352,Market Trends,0.373598963,
44,1151251,Mind The Gap: 5 ETFs With Technical Gaps to Fill,2011-10-07 13:22:00-04:00,SLV,Investment Strategies,0.195533738,Investment News,0.318874896,
792,1039295,Will Nordstrom Gain Further Traction From Growth Initiatives?,2014-12-30 17:11:00-05:00,PSUN,Stock Trends,0.195827782,Market Trends,0.244384035,
984,1279958,"RBC Capital Initiates Coverage On Texas Roadhouse with Sector Perform Rating, Announces $60 Price Target",2019-12-10 08:30:00-05:00,TXRH,Investment Strategies,0.195894107,Investment News,0.517979264,
298,926588,"The Daily Biotech Pulse: FDA Nod For Immunomedics, Lilly's Solid Q1 Beat, Predictive Oncology Restructures Debt",2020-04-23 07:53:00-04:00,NURO,Earnings,0.196073309,Industry Updates,0.554486275,
562,941791,Nymox Announces Completion of Second Phase 3 NX-1207 Trail for BPH,2014-05-08 10:31:00-04:00,NYMX,Banking News,0.196349233,Company News,0.632093549,
809,1216204,"Stocks Trading Ex Dividend For Wed., Jan. 9, 2019",2019-01-09 10:53:00-05:00,TD,Stock Trends,0.19683592,Investment News,0.271186829,
989,1000715,FDA Says Granted Approval Of Dovato To Viiv Healthcare,2019-04-08 15:39:00-04:00,PFE,Legal & Regulatory,0.197733849,Company News,0.273939103,
636,1192600,"Stocks Trading Ex Dividend For Mon., Dec. 17, 2018",2018-12-17 10:08:00-05:00,STRT,Stock Trends,0.198940605,Investment News,0.270637453,
1014,1152732,"Silver Wheaton Will Outperform Silver Sector in 2011, Poll Says",2011-01-10 10:07:00-05:00,SLW,Asset Trends,0.19901216,Market Trends,0.327429742,
1048,218601,"Early Volume Plays Among Those Valued Below $10 (BEAT, OREX, ONCY, CBRX)",2010-06-01 10:39:00-04:00,CBRX,Stock Trends,0.200194255,Investment News,0.322934061,
559,1327629,Vertex News Lifts Biotech ETFs,2013-04-19 10:52:00-04:00,VRTX,Tech Developments,0.200996101,Industry Updates,0.323944032,
300,362932,Bank of America Reiterates Buy and PT of $49 on Discovery Communications,2011-07-01 08:35:00-04:00,DISCA,Banking News,0.201167211,Investment News,0.426312119,
1126,999832,UPDATE: Aratana AT-001 Received FDA CVM Technical Section Complete Letter for Effectiveness,2015-09-24 18:01:00-04:00,PETX,Legal & Regulatory,0.201232672,Company News,0.444217354,
357,622999,"Harley-Davidson Recalls 57,000 Hogs",2017-06-05 08:19:00-04:00,HOG,Health Crises,0.202294737,Company News,0.51683259,
773,184771,UPDATE: Morgan Stanley Reiterates On Broadcom On Baseband Exit,2014-06-03 08:31:00-04:00,BRCM,M&A,0.202780023,Company News,0.482061207,
474,587401,"Stocks Which Set New 52-Week Low Yesterday Tues., Nov. 27, 2018",2018-11-28 11:54:00-05:00,GSS,Stock Trends,0.204116106,Investment News,0.316564798,
877,442812,Top 4 Small-Cap Stocks In The Broadcasting-Radio Industry With The Lowest PEG Ratio,2014-12-01 04:22:00-05:00,ETM,Stock Trends,0.204281807,Market Trends,0.374645889,
654,292022,"Auto Parts Suppliers Trading Up: China Zenix 9%, BorgWarner 5%, Magna 4%, Delphi 3.5%, American Axle 4%, Tenneco, Lear, Metaldyne, Dana, Motorcar Parts of America 2%, Autoliv 1.5%, Visteon, Cooper-Standard Up 1%",2016-12-07 11:23:00-05:00,CPSS,Stock Trends,0.204824939,Market Trends,0.345695794,
793,455977,"Benzinga Pro Mid-Day Price Check For Regional ETFs: China ETF (FXI) Up 2.3%, Australia (EWA) Up 1.7%, Canada (EWC) Up 1.2%, Japan (EWJ) Up 1.1%, Europe (VGK) Up 1.1%, Brazil (EWZ) Up 0.9%, US (SPY) Up 1.0%, Mexico (EWW) Up 0.5%",2019-01-25 12:46:00-05:00,EWJ,Fund Activities,0.204897553,Market Trends,0.293636262,
942,1398229,Yelp Spikes to Highs,2013-05-15 11:55:00-04:00,YELP,Asset Trends,0.20544821,Market Trends,0.516882181,
506,740217,Jim Cramer Shares His Opinion On Lululemon And Michael Kors,2014-12-07 19:12:00-05:00,KORS,Leadership,0.205847546,Company News,0.358808905,
550,397048,"Stifel Nicolaus Maintains Buy on Electronic Arts Inc., Raises PT to $26.00",2013-05-22 08:35:00-04:00,EA,Stock Trends,0.206194714,Investment News,0.371387541,
758,766207,BioNTech IPO: What You Need To Know,2019-10-08 07:55:00-04:00,LLY,Product Launches,0.207113862,Investment News,0.393391579,Stock Trends
418,1285384,"Zacks Industry Outlook Highlights: UnitedHealth Group, Humana, HealthSpring and Universal American    - Press Releases",2010-09-17 08:36:00-04:00,UAM,Stock Trends,0.207549483,Company News,0.31736052,
1188,622004,"Stocks Which Set New 52-Week Low Yesterday, Mon., Nov. 26, 2018",2018-11-27 11:26:00-05:00,HNRG,Stock Trends,0.207915962,Investment News,0.333422959,
1113,807291,Marches Shares Down 5.7% After Co. Lowered Q2 Sales Outlook,2018-05-29 16:43:00-04:00,MCHX,Stock Trends,0.207938924,Company News,0.412952334,
334,764342,UPDATE: Piper Jaffray Upgrades Lumber Liquidators to Overweight,2012-02-23 10:54:00-05:00,LL,Stock Trends,0.208030477,Industry Updates,0.354065597,
1102,149485,Black Diamond Sees FY16 Rev. $145-$150M vs. Est. $148M,2016-08-01 16:08:00-04:00,BDE,Earnings,0.208362475,Company News,0.397685498,
981,51318,Top 4 Small-Cap Stocks In The Textile Industrial Industry With The Highest Revenue Estimates,2013-11-18 04:28:00-05:00,AIN,Stock Trends,0.208426654,Market Trends,0.355709493,
560,447726,20 Biggest Mid-Day Losers For Tuesday,2016-08-16 13:23:00-04:00,EVOK,M&A,0.208675385,Company News,0.255664706,
944,537860,Baird Downgrades Genesco To Neutral On 'Stunning' Fall-Off In Comps,2016-09-02 15:01:00-04:00,GCO,Stock Trends,0.208809301,Company News,0.389883399,
1068,599399,"Chris Clay, Former Head Of 'MTG Arena,' Joins Blockchain Game 'Gods Unchained'",2019-08-08 09:02:00-04:00,HAS,Leadership,0.208852023,Company News,0.301901013,
648,902102,National HealthCare Announces $25M Stock Buyback,2016-08-09 16:21:00-04:00,NHC,Fund Activities,0.209108785,Company News,0.572975755,
538,158429,Investing in These Collectibles a Better Bet Than Wall Street?,2013-11-25 11:02:00-05:00,BID,Investment Strategies,0.209437504,Investment News,0.361376137,
880,156815,"DA Davidson Initiates Coverage On Berkshire Hills Bancorp with Buy Rating, Announces $36 Price Target",2019-07-11 16:49:00-04:00,BHLB,Banking News,0.209634215,Investment News,0.494225353,
138,695565,"Top 5 Mid-Cap NYSE Stocks In The Technology Sector With The Highest Sales (TNE, CSC, AUO, Q, JBL)",2010-05-14 05:57:00-04:00,JBL,Stock Trends,0.210149467,Company News,0.388456464,
397,1029935,Top 4 Mid-Cap Stocks In The REIT-Residential Industry With The Lowest PEG Ratio,2013-01-11 03:15:00-05:00,PPS,Real Estate Trends,0.210416198,Market Trends,0.269198686,
375,395057,"ETFs To Watch September 26, 2011",2011-09-25 20:49:00-04:00,DZZ,Investment Strategies,0.210546017,Investment News,0.454475462,
428,613154,"Calls Purchased on hhgregg, Inc.",2011-05-26 10:26:00-04:00,HGG,GDP,0.211321741,Investment News,0.218426228,
1095,1179700,Sempra Energy Raises Qtr. Dividend From $0.66 To $0.70/share,2015-02-20 15:00:00-05:00,SRE,Stock Trends,0.212204665,Company News,0.399092615,
151,1079152,Douglas Kass Tweet: 'After assessing the Ocwen news I am adding to RESI under $28/share. A full discussion will be on RealMoneyPro shortly',2014-02-06 13:41:00-05:00,RESI,Investment Strategies,0.21232307,Industry Updates,0.259085447,
465,382759,DRQ Continues To Grow Its South American And Asia-Pacific Businesses,2010-06-11 10:16:00-04:00,DRQ,Leadership,0.212496161,Company News,0.349323601,
978,144683,Mid-Afternoon Market Update: Markets Fall Following FOMC Statement; Adobe Remains on the Rise,2013-06-19 15:41:00-04:00,BBRY,Central Bank Actions,0.212703928,Market Trends,0.301300496,
264,253042,"Option Alert: Clean Energy Fuels Shares Spike Higher; Activity in Aug 10, Sep 10 Calls; Currently $9.92",2014-08-01 14:09:00-04:00,CLNE,Stock Trends,0.212775812,Investment News,0.338574052,
0,963395,"Top Stocks In The Surety & Title Insurance Industry With The Highest Dividend Yield (ORI, FNF, FAF, STC) ",2010-04-13 05:00:00-04:00,ORI,Stock Trends,0.212871969,Investment News,0.321789205,
1117,418970,EGShares Files Plan For Bond ETFs,2011-11-04 19:21:00-04:00,EMB,Product Launches,0.213165462,Company News,0.436230868,
1136,592865,"BGC Chart Chatter SP 500 Futures First Look…Nov 8, 2011",2011-11-08 08:53:00-05:00,GWW,Stock Trends,0.213174835,Investment News,0.375344217,
901,1293247,Bullish Catalysts Are Boosting These Regional Bank ETFs,2015-03-10 16:33:00-04:00,UMPQ,Investment Strategies,0.213535786,Market Trends,0.372101843,
633,1207827,Synergy Resources Provides Operations Status Update,2013-09-16 17:12:00-04:00,SYRG,Energy Updates,0.213604763,Company News,0.582817018,
184,1082359,Royal Gold Acquires Additional $18M in Seabridge Common Shares at 15% Premium to Market ,2012-12-13 22:42:00-05:00,RGLD,M&A,0.213759199,Investment News,0.397360027,
8,409733,eFuture Announces Appointment of Ms. Ping Yu As CFO,2014-10-13 08:32:00-04:00,EFUT,Employment,0.214240134,Company News,0.621987283,
1107,385352,"Diana Shipping Reports Time Charter Contract For m/v Los Angeles With SwissMarine; Gross Charter Rate $19,150/Day",2018-04-04 08:34:00-04:00,DSX,GDP,0.214338019,Company News,0.73947674,
963,979048,"News Summary (HPQ, PAR, ORCL, AAPL, IBM, INTC, IFNNY, GENZ, SNY, BAC, C)",2010-08-30 10:50:00-04:00,PAR,Stock Trends,0.215011209,Company News,0.682681024,
1160,174931,UPDATE: Jefferies Raises PT on BioMarin Pharma to $38,2011-10-17 10:00:00-04:00,BMRN,Stock Trends,0.21530278,Investment News,0.393690318,
